date,consumption,generation,temperature,humidity,rain,snow,pressure,wind_speed,wind_direction,clouds,sunrise,sunset,working_day,holiday
2025-06-27T06:51:57Z,476.95,516.31250010036770245,7,52,10,0,997,1,253,0,1761386400,1761433200,true,true
2025-10-23T05:44:43Z,240.79,258.16575951186680253,29,70,9,0,1022,11,259,82,1761386400,1761433200,false,true
2024-11-10T00:55:06Z,210.35,199.181876198993710645,14,77,9,0,1028,11,231,21,1761386400,1761433200,false,false
2025-04-08T07:13:45Z,484.58,473.05704965703256315,17,28,0,0,986,9,300,69,1761386400,1761433200,false,false
2025-01-29T22:21:13Z,297.18,272.212413716255465466,10,97,1,0,1024,6,53,71,1761386400,1761433200,true,true
2024-12-02T15:46:43Z,257.44,271.31217841048811424,10,93,9,0,1025,0,21,9,1761386400,1761433200,true,false
2025-07-08T06:53:38Z,409.37,439.17514413760702676,17,69,10,0,1023,11,69,68,1761386400,1761433200,false,false
2025-06-13T20:55:19Z,411.83,440.55670995449956257,23,64,8,0,983,5,263,26,1761386400,1761433200,true,false
2025-03-22T12:52:18Z,221.2,209.39221015931289512,12,82,0,0,992,8,163,78,1761386400,1761433200,false,true
2024-10-31T11:06:39Z,223.13,214.286839662022935897,10,62,10,0,1027,12,291,74,1761386400,1761433200,true,true
2024-11-27T12:25:58Z,211.79,229.2910063125198481,31,81,6,0,1026,7,36,75,1761386400,1761433200,true,true
2024-11-07T03:41:59Z,57.26,51.428265225705728122,10,72,7,0,1003,6,261,61,1761386400,1761433200,true,false
2025-02-28T23:04:35Z,120.47,127.72286146531067317,12,39,9,0,998,2,173,62,1761386400,1761433200,true,true
2025-09-14T10:04:21Z,126.3,113.02945061367350094,8,79,0,0,1014,14,24,64,1761386400,1761433200,true,true
2024-11-05T05:43:58Z,228.34,193.748827937668895374,21,23,1,0,986,4,89,19,1761386400,1761433200,false,true
2024-11-30T08:43:34Z,496.86,433.988438381289069642,26,71,9,0,988,1,152,91,1761386400,1761433200,false,true
2024-12-08T09:36:22Z,269.91,253.465777963367146476,5,30,10,0,1010,3,296,96,1761386400,1761433200,true,true
2025-03-21T01:52:15Z,55.75,51.771711906903404475,32,93,9,0,1020,9,313,57,1761386400,1761433200,false,false
2025-01-02T11:20:27Z,325.96,284.091592760895994684,18,26,1,0,1011,8,107,23,1761386400,1761433200,false,true
2025-06-18T19:09:03Z,417.81,338.841711360054551415,35,97,5,0,980,9,159,85,1761386400,1761433200,false,true
2025-08-17T15:35:36Z,419.98,387.61104067438545155,26,69,10,0,1016,10,143,56,1761386400,1761433200,false,false
2025-03-24T09:19:43Z,251.64,246.458521035924416964,34,25,10,0,1021,14,239,89,1761386400,1761433200,false,false
2024-10-26T01:00:32Z,108.4,98.94008298931446032,28,87,7,0,1021,14,15,2,1761386400,1761433200,false,true
2025-08-22T23:57:13Z,448.39,397.70604305563453282,18,70,1,0,981,13,18,87,1761386400,1761433200,false,true
2024-12-18T05:36:34Z,340.34,277.723966399688334526,10,51,8,0,1000,9,112,17,1761386400,1761433200,true,false
2025-01-15T01:30:28Z,490.54,451.79093742234715198,35,42,0,0,993,14,320,85,1761386400,1761433200,false,true
2025-06-01T12:45:40Z,282.72,294.7099626082621512,13,90,10,0,995,3,93,17,1761386400,1761433200,false,true
2025-08-31T06:01:50Z,261.34,225.648401913547465246,5,56,7,0,1024,15,44,81,1761386400,1761433200,true,true
2025-09-26T06:48:07Z,136.14,129.671010339474953634,30,32,7,0,1018,15,314,9,1761386400,1761433200,true,true
2025-07-29T22:40:58Z,232.44,230.701757435203925052,29,76,0,0,1023,15,321,46,1761386400,1761433200,true,false
2025-01-31T02:49:36Z,399.48,343.890939863629931256,20,48,10,0,1002,2,358,29,1761386400,1761433200,false,false
2025-03-08T05:29:23Z,112.18,101.44399004969276335,24,48,4,0,1016,9,212,56,1761386400,1761433200,false,true
2025-10-20T22:37:01Z,149.63,151.70582368391531276,18,61,4,0,980,0,299,95,1761386400,1761433200,true,true
2025-10-14T13:02:53Z,487.97,488.2356842930910525,11,59,1,0,981,11,109,0,1761386400,1761433200,true,true
2025-01-31T22:04:30Z,322.46,308.2341482378120095,9,47,6,0,991,3,108,39,1761386400,1761433200,true,true
2025-02-22T15:01:27Z,79.97,67.504929278142819012,27,21,4,0,987,13,326,56,1761386400,1761433200,true,true
2025-07-02T23:13:41Z,475.83,508.17703376105767485,35,53,8,0,983,3,14,19,1761386400,1761433200,true,false
2025-02-03T02:59:06Z,52.31,51.285288256717004797,16,34,6,0,987,12,83,12,1761386400,1761433200,false,false
2025-10-20T21:42:46Z,408.69,333.863972081395239411,32,59,7,0,1008,8,300,75,1761386400,1761433200,false,true
2025-09-29T13:28:18Z,293.62,293.95628882953627314,17,30,0,0,1018,13,307,83,1761386400,1761433200,false,false
2024-12-27T18:37:47Z,102.79,106.67063163657204908,16,39,4,0,1009,9,241,49,1761386400,1761433200,false,true
2025-08-03T22:45:22Z,151.58,124.497695076683649864,32,56,8,0,1010,12,101,5,1761386400,1761433200,true,true
2025-05-04T12:19:05Z,488.13,391.710575859386021055,8,30,5,0,984,10,160,96,1761386400,1761433200,false,false
2025-02-03T01:45:10Z,91.58,91.8906811399073233,23,59,8,0,984,5,65,49,1761386400,1761433200,true,false
2025-10-03T10:06:16Z,468.25,434.434224503995353325,34,99,7,0,1014,9,322,13,1761386400,1761433200,true,true
2025-08-02T02:13:18Z,340.09,299.809571525091786213,5,67,8,0,992,7,62,61,1761386400,1761433200,false,false
2025-02-17T11:56:23Z,186.37,155.838263002957579855,27,32,6,0,988,1,288,19,1761386400,1761433200,true,true
2025-10-11T08:01:42Z,495.98,477.386416275139004922,6,68,10,0,1029,0,12,82,1761386400,1761433200,false,true
2025-02-27T10:26:56Z,392.71,411.20336944720891808,28,41,9,0,985,0,103,89,1761386400,1761433200,true,false
2025-10-04T06:25:51Z,358.61,329.483111988701295254,20,62,3,0,1007,3,146,3,1761386400,1761433200,true,true
2025-10-17T11:25:15Z,137.47,110.865714431041533137,8,25,8,0,990,9,93,67,1761386400,1761433200,true,false
2025-03-06T21:49:15Z,374.8,323.28416394851673276,9,24,5,0,981,4,64,75,1761386400,1761433200,false,false
2025-05-03T15:09:50Z,213.17,172.943761130983615457,9,41,4,0,1023,6,327,85,1761386400,1761433200,true,false
2025-10-10T15:08:22Z,455.76,431.43218819990645328,18,62,0,0,1020,0,64,30,1761386400,1761433200,true,true
2025-06-08T00:31:35Z,432.63,388.653313537603319931,22,98,4,0,1009,8,97,96,1761386400,1761433200,true,true
2025-01-20T16:11:46Z,353.59,381.81179313480933421,9,23,4,0,998,5,232,54,1761386400,1761433200,true,true
2025-01-17T06:14:49Z,407.01,355.419216965859598944,10,73,9,0,995,6,250,37,1761386400,1761433200,false,false
2024-11-19T22:53:42Z,270.66,283.06599314815108794,12,75,7,0,1007,0,206,57,1761386400,1761433200,false,true
2024-11-14T20:12:56Z,279.07,257.210122803913882944,29,22,1,0,1024,13,18,36,1761386400,1761433200,false,true
2025-02-20T19:20:01Z,470.56,426.556609834401904608,23,77,2,0,987,13,188,23,1761386400,1761433200,true,false
2025-05-29T14:40:09Z,129.77,139.32170977103704274,17,61,6,0,1019,12,303,11,1761386400,1761433200,false,true
2024-11-03T03:20:33Z,75.97,78.44496492980504586,7,36,4,0,988,1,33,60,1761386400,1761433200,true,false
2025-07-21T04:52:57Z,438.21,385.673374192101543756,25,94,0,0,1030,4,274,65,1761386400,1761433200,true,false
2025-08-17T15:59:28Z,125.22,112.180023383853041364,30,51,9,0,1006,9,118,69,1761386400,1761433200,true,true
2025-04-16T15:47:08Z,382.23,365.231268795787363062,6,99,5,0,1026,6,191,50,1761386400,1761433200,false,true
2025-01-17T13:12:58Z,410.41,432.43220755770000966,23,61,5,0,981,5,63,55,1761386400,1761433200,false,true
2025-04-06T01:24:43Z,179.55,191.0795330284989498,33,39,4,0,1015,15,196,25,1761386400,1761433200,true,false
2025-09-30T09:20:07Z,264.39,223.737396146957202699,31,90,6,0,988,11,283,34,1761386400,1761433200,true,false
2025-10-01T15:23:59Z,319.59,346.4024414822707986,16,98,6,0,1001,0,93,55,1761386400,1761433200,true,false
2025-05-26T00:07:35Z,491.05,494.61296089281138405,18,65,1,0,990,7,343,74,1761386400,1761433200,true,false
2025-01-19T18:32:30Z,241.94,226.75566574942946492,21,25,6,0,980,1,183,66,1761386400,1761433200,false,false
2025-01-04T09:15:03Z,422.03,413.266771690465348922,27,69,3,0,1010,0,284,72,1761386400,1761433200,false,true
2024-11-24T23:00:03Z,189.8,169.94286797396160434,35,24,10,0,1021,8,278,63,1761386400,1761433200,true,true
2024-11-15T16:32:35Z,422.22,416.811379849483539996,29,77,8,0,991,3,2,91,1761386400,1761433200,true,true
2025-05-21T20:46:22Z,462.95,372.68706269276393067,33,33,7,0,983,13,9,10,1761386400,1761433200,false,true
2024-11-24T10:43:51Z,177.21,160.134300567608068152,15,40,10,0,1003,11,34,4,1761386400,1761433200,false,true
2025-09-10T10:42:37Z,476.94,472.012325188485683718,35,66,9,0,1015,7,7,26,1761386400,1761433200,true,true
2025-06-23T13:39:17Z,357.28,380.42937457846924064,21,51,3,0,1030,9,139,46,1761386400,1761433200,true,false
2025-01-19T05:11:52Z,68.16,62.478532624212795648,25,26,0,0,983,10,93,22,1761386400,1761433200,true,false
2025-04-13T07:21:25Z,286.55,257.887536445959826945,12,69,2,0,981,4,262,92,1761386400,1761433200,true,true
2025-07-12T05:16:27Z,369.13,385.19340170313769094,17,87,3,0,999,14,198,63,1761386400,1761433200,true,false
2025-08-15T08:56:17Z,86.03,92.52982294447536995,16,75,1,0,1014,11,113,63,1761386400,1761433200,true,false
2025-01-12T11:00:59Z,110.42,105.406215089963659956,33,54,7,0,1024,8,353,78,1761386400,1761433200,true,true
2024-12-07T10:13:01Z,388.64,367.802963443038336976,8,96,9,0,989,0,232,21,1761386400,1761433200,false,true
2025-03-06T05:06:53Z,329.56,309.406669976942286364,20,51,1,0,1027,10,85,79,1761386400,1761433200,false,false
2025-05-09T23:26:26Z,491.53,441.985941342368026929,21,49,10,0,986,13,134,98,1761386400,1761433200,false,true
2025-10-21T17:14:02Z,167.92,156.587861763781416432,25,28,3,0,989,15,331,37,1761386400,1761433200,false,false
2024-11-04T09:58:35Z,435.62,407.070559874863575102,34,26,6,0,1000,7,124,62,1761386400,1761433200,false,true
2025-06-07T05:41:36Z,230.13,186.37562539088938332,20,41,0,0,1009,10,350,44,1761386400,1761433200,true,true
2025-01-27T07:03:52Z,192.45,190.612397680628893995,6,72,1,0,982,2,347,48,1761386400,1761433200,true,true
2025-04-07T09:22:34Z,120.28,121.10872800440380976,27,51,8,0,998,9,33,30,1761386400,1761433200,true,false
2025-06-07T21:26:05Z,173.08,164.1494143199268294,17,34,3,0,996,9,10,51,1761386400,1761433200,true,true
2025-09-24T22:25:09Z,234.15,251.2830366114555564,34,51,9,0,1000,7,79,39,1761386400,1761433200,false,true
2024-12-01T18:56:09Z,170.22,138.963133681682012454,15,63,0,0,990,0,74,14,1761386400,1761433200,false,true
2024-12-09T15:11:39Z,353.28,291.71959974542260224,9,58,3,0,1025,0,108,72,1761386400,1761433200,false,true
2025-04-28T12:35:40Z,329.65,318.925482771150814035,10,44,6,0,1024,3,360,6,1761386400,1761433200,false,false
2025-02-17T01:05:47Z,387.66,368.64777401743024461,24,67,10,0,1004,8,110,36,1761386400,1761433200,false,true
2025-07-31T18:52:02Z,308.06,293.603136761026293178,35,26,6,0,1010,15,268,73,1761386400,1761433200,false,false
2024-12-08T09:30:54Z,367.84,362.476918646672770512,8,61,6,0,1013,6,150,31,1761386400,1761433200,false,false
2025-03-24T10:22:38Z,270.99,237.949856061863007105,23,51,10,0,990,14,337,35,1761386400,1761433200,true,true
2025-06-16T02:14:24Z,481.62,403.51303359549458169,31,52,4,0,994,11,234,91,1761386400,1761433200,false,false
2025-05-29T02:49:02Z,434.33,457.94150703996044324,11,26,6,0,983,10,135,56,1761386400,1761433200,false,false
2025-08-27T21:33:06Z,140.79,143.83372382349010716,10,79,3,0,1022,13,311,69,1761386400,1761433200,false,false
2024-11-09T22:16:41Z,178.82,172.356672699081899222,29,47,5,0,992,13,247,72,1761386400,1761433200,false,false
2024-10-25T18:16:39Z,103.89,98.247132053046539238,20,53,1,0,990,15,35,59,1761386400,1761433200,true,true
2025-06-04T06:58:30Z,389.46,393.56564927820227172,24,64,9,0,983,6,236,42,1761386400,1761433200,true,false
2025-10-04T05:28:44Z,174.74,150.043010588990274892,25,34,6,0,1014,4,62,56,1761386400,1761433200,true,false
2024-12-12T02:22:11Z,272.19,260.393234406957655674,26,50,9,0,982,13,53,46,1761386400,1761433200,true,false
2024-11-08T15:34:40Z,78.38,64.279719056035229984,28,81,1,0,1024,3,357,92,1761386400,1761433200,true,false
2025-03-15T10:11:10Z,248.85,263.8794259970866368,16,41,4,0,986,7,227,98,1761386400,1761433200,false,true
2024-11-14T22:23:02Z,289.58,237.695953682370986968,10,40,6,0,1018,2,314,93,1761386400,1761433200,false,false
2025-10-13T22:11:52Z,240.57,197.114313831236395803,7,79,4,0,990,14,345,69,1761386400,1761433200,true,false
2025-09-17T01:52:40Z,236.16,200.851049092281831936,29,24,8,0,1023,1,353,95,1761386400,1761433200,false,true
2025-03-06T18:15:32Z,351.04,329.592289837425302176,10,76,6,0,1026,13,125,93,1761386400,1761433200,true,true
2025-08-29T04:49:06Z,430.27,375.938617995960230847,13,97,3,0,1008,12,15,34,1761386400,1761433200,true,true
2025-06-09T02:26:21Z,270.72,270.159974598220805952,8,99,5,0,1024,7,305,53,1761386400,1761433200,false,true
2025-06-21T15:46:12Z,394.08,365.259723531229505568,27,81,3,0,1012,3,67,96,1761386400,1761433200,false,true
2025-01-17T10:50:51Z,419.42,445.71970972437671818,27,66,9,0,995,7,39,65,1761386400,1761433200,false,false
2025-05-10T18:39:13Z,402.27,351.569478285486276717,17,85,8,0,1026,14,282,84,1761386400,1761433200,true,false
2025-02-08T09:28:29Z,478.28,388.84001741968790528,28,71,2,0,1016,15,108,5,1761386400,1761433200,true,true
2025-02-27T17:53:10Z,442.83,378.616338056651969688,27,74,6,0,981,3,18,46,1761386400,1761433200,false,false
2025-08-18T05:56:40Z,116.95,111.66076750093431768,26,60,10,0,1030,10,122,52,1761386400,1761433200,true,false
2025-10-23T14:52:22Z,93.31,76.176395055264815031,5,40,3,0,993,6,322,37,1761386400,1761433200,true,true
2025-09-04T08:30:03Z,413.23,431.33996721319312523,27,22,3,0,1005,1,202,41,1761386400,1761433200,false,false
2025-01-04T23:54:49Z,381.11,368.11580223087813974,13,26,10,0,980,11,38,35,1761386400,1761433200,false,false
2025-05-17T00:54:36Z,268.89,220.553556844993975389,5,29,2,0,1007,0,296,59,1761386400,1761433200,false,false
2025-01-04T00:16:35Z,77.98,78.08312212383577902,10,52,5,0,980,9,27,23,1761386400,1761433200,false,true
2025-03-20T18:32:08Z,63.57,60.622117592438023674,7,34,7,0,988,8,238,85,1761386400,1761433200,false,true
2025-08-26T11:24:07Z,67.89,69.16792301950275189,15,78,9,0,1003,13,275,64,1761386400,1761433200,false,false
2024-12-18T11:05:12Z,383.15,402.3035973991648515,33,72,4,0,1010,4,140,90,1761386400,1761433200,true,true
2025-09-28T22:16:22Z,239.34,254.23085137952328138,17,43,2,0,985,2,2,42,1761386400,1761433200,false,true
2025-03-09T05:27:23Z,128.97,111.079664003161754019,10,81,3,0,991,15,160,76,1761386400,1761433200,true,false
2024-11-10T21:53:59Z,499.38,446.1381544738697943,10,28,3,0,994,9,95,65,1761386400,1761433200,true,false
2025-10-19T11:03:26Z,217.36,221.5480052323513404,5,33,7,0,982,15,127,47,1761386400,1761433200,true,true
2025-04-07T23:03:51Z,433.58,358.678564979829736012,24,35,9,0,994,5,116,93,1761386400,1761433200,true,true
2024-11-23T21:06:22Z,452.53,438.661622867873938819,8,78,6,0,1015,14,294,67,1761386400,1761433200,false,false
2024-12-16T15:54:21Z,497.67,416.52944913842895888,13,55,8,0,989,11,67,87,1761386400,1761433200,false,false
2025-03-09T03:42:11Z,234.95,233.394118065168012305,14,83,2,0,1020,10,256,96,1761386400,1761433200,false,false
2025-03-29T05:38:45Z,375.29,384.38747044601222434,13,51,10,0,1002,5,141,84,1761386400,1761433200,true,true
2025-03-05T09:13:07Z,450.41,492.93548803947142667,22,66,9,0,1005,0,358,86,1761386400,1761433200,true,false
2025-01-04T16:23:58Z,331.76,271.956899246980458368,5,89,7,0,990,6,249,49,1761386400,1761433200,false,true
2024-12-09T21:10:32Z,247.68,209.554959959096770368,26,27,2,0,985,12,234,54,1761386400,1761433200,true,false
2025-07-27T23:13:50Z,417.01,408.908803175636535827,35,32,9,0,996,7,316,48,1761386400,1761433200,true,true
2025-09-30T05:12:36Z,125.47,101.746183521952682698,26,90,8,0,1015,9,195,66,1761386400,1761433200,true,true
2024-12-07T20:56:32Z,327.91,320.780254971706747492,11,80,4,0,1019,4,209,1,1761386400,1761433200,true,true
2025-05-02T15:02:02Z,120.15,104.1997610503757304,28,43,0,0,1006,7,192,8,1761386400,1761433200,true,true
2025-04-25T03:36:45Z,457.58,498.98815620023656704,24,28,7,0,1020,10,250,37,1761386400,1761433200,true,false
2025-10-14T03:27:28Z,134.21,133.169513501492997277,28,38,6,0,1011,9,357,87,1761386400,1761433200,true,true
2025-02-15T17:54:45Z,232.35,194.005495658731724475,6,25,7,0,1027,10,51,97,1761386400,1761433200,true,true
2025-01-03T17:03:10Z,102.34,82.832043638566346054,12,44,5,0,998,6,67,94,1761386400,1761433200,false,false
2025-03-31T01:37:07Z,211.5,180.460601161610913,6,98,2,0,988,13,259,13,1761386400,1761433200,true,true
2025-03-29T16:03:42Z,411.64,396.343712574787046968,9,34,3,0,990,6,216,22,1761386400,1761433200,false,false
2025-03-02T22:43:07Z,189.72,202.78444237659714852,12,93,2,0,980,7,13,99,1761386400,1761433200,false,true
2025-01-20T22:34:15Z,424.67,435.24798799680759666,19,56,9,0,1002,2,282,42,1761386400,1761433200,false,true
2025-08-23T09:41:04Z,169.4,165.54912823496348532,11,54,3,0,1011,7,33,49,1761386400,1761433200,false,true
2025-03-24T03:16:37Z,131.25,137.8690341459062625,8,63,8,0,993,7,166,15,1761386400,1761433200,false,true
2025-06-24T22:53:19Z,106.5,85.62657975764038125,21,21,10,0,1005,3,192,98,1761386400,1761433200,false,true
2025-10-18T09:14:15Z,495.66,539.00622951491877132,7,70,0,0,1021,5,56,42,1761386400,1761433200,false,false
2024-12-08T00:58:22Z,156.32,128.655592811082437616,33,78,4,0,1011,2,273,36,1761386400,1761433200,false,false
2025-08-13T11:39:45Z,430.84,473.56778491239774876,8,78,4,0,990,12,356,21,1761386400,1761433200,true,true
2025-02-05T08:05:32Z,386.77,418.54620183813005861,32,23,7,0,1011,7,167,23,1761386400,1761433200,true,false
2025-05-07T14:21:29Z,234.14,205.47001685878214912,28,46,0,0,1025,2,313,81,1761386400,1761433200,true,true
2024-11-02T02:46:14Z,118.37,111.747181109118176783,33,40,7,0,1014,3,245,42,1761386400,1761433200,false,true
2024-10-29T02:43:18Z,76.7,69.58961404474869764,19,35,9,0,1021,3,3,35,1761386400,1761433200,true,false
2025-10-12T18:21:57Z,143.47,150.31637652069619495,31,25,9,0,1024,0,2,81,1761386400,1761433200,true,true
2025-07-26T10:48:13Z,331.19,333.29624854040882468,9,95,1,0,1023,7,214,20,1761386400,1761433200,false,true
2025-04-03T09:04:05Z,73.9,63.90371980743234957,15,72,9,0,992,12,343,98,1761386400,1761433200,false,true
2024-10-27T19:23:15Z,187.9,194.9770679850054929,11,96,3,0,1005,7,225,64,1761386400,1761433200,true,false
2025-01-25T05:57:33Z,306.68,332.24468886469841904,34,70,0,0,1029,6,97,37,1761386400,1761433200,true,true
2025-07-05T17:26:32Z,333.19,346.11885353125116751,18,62,7,0,982,4,351,71,1761386400,1761433200,false,true
2025-04-18T14:29:14Z,434.9,366.18030104836225796,30,79,2,0,980,5,210,80,1761386400,1761433200,true,true
2025-04-11T11:15:39Z,232.73,219.655820449108881013,10,76,0,0,993,14,288,1,1761386400,1761433200,true,true
2025-05-15T06:41:04Z,342.41,351.20559199475771645,25,81,0,0,999,2,256,39,1761386400,1761433200,true,false
2025-03-22T19:04:46Z,302.5,293.17759301710631125,27,80,5,0,1009,12,229,85,1761386400,1761433200,true,false
2024-11-24T16:28:11Z,420.95,418.12800324266923287,12,87,6,0,987,5,130,29,1761386400,1761433200,true,true
2025-02-06T09:00:21Z,402.62,351.392578493532689048,14,21,3,0,1013,3,220,58,1761386400,1761433200,true,true
2025-01-14T07:51:40Z,296.96,314.24153092784809984,33,84,9,0,1014,11,352,21,1761386400,1761433200,true,false
2025-03-31T13:42:56Z,428.49,390.352553860744770003,35,64,4,0,1020,0,343,36,1761386400,1761433200,false,true
2024-12-29T15:22:20Z,205.62,189.987734132450160228,22,32,10,0,990,13,61,7,1761386400,1761433200,false,true
2025-05-25T00:43:53Z,257.12,237.124921296121716528,35,60,3,0,1014,0,7,4,1761386400,1761433200,true,true
2025-09-17T09:36:59Z,270.26,229.63248007387339882,11,30,0,0,1023,6,98,59,1761386400,1761433200,true,false
2025-08-14T15:12:49Z,120.01,104.759351838283988362,30,51,6,0,1016,10,94,31,1761386400,1761433200,true,true
2025-10-15T22:07:36Z,304.77,263.607825699293954418,9,57,5,0,1025,9,292,26,1761386400,1761433200,true,true
2025-08-10T09:56:05Z,196.12,183.518055795517676704,18,63,10,0,1000,1,74,3,1761386400,1761433200,true,false
2025-03-07T10:22:50Z,164.64,143.172113986862967888,22,86,6,0,996,13,125,10,1761386400,1761433200,true,true
2024-12-05T15:27:20Z,226.54,240.79849629892827688,18,65,7,0,1016,12,119,80,1761386400,1761433200,true,false
2024-12-26T08:07:13Z,280.06,229.671013641411066736,19,60,5,0,1011,13,158,68,1761386400,1761433200,true,false
2025-03-30T19:56:07Z,262.61,226.145601078608540433,30,83,9,0,984,2,353,63,1761386400,1761433200,true,true
2024-11-02T10:02:12Z,469.24,470.30776231424728752,18,56,7,0,1009,10,177,90,1761386400,1761433200,false,false
2025-03-15T20:28:48Z,489.74,417.084583479769919044,35,68,2,0,992,15,51,19,1761386400,1761433200,true,true
2025-08-25T07:41:03Z,472.51,448.243019678983796545,22,73,2,0,1002,14,45,94,1761386400,1761433200,true,false
2025-02-02T09:37:16Z,115.49,110.191606639556556008,11,52,5,0,992,1,126,39,1761386400,1761433200,true,false
2025-03-29T13:16:27Z,204.46,207.0067472660324647,23,47,6,0,1013,6,331,22,1761386400,1761433200,true,true
2025-08-26T09:16:12Z,74.57,75.96505761187691926,5,24,7,0,1018,13,334,9,1761386400,1761433200,false,true
2025-01-15T15:12:28Z,388.53,331.049983735784814192,22,39,1,0,1015,5,85,29,1761386400,1761433200,true,true
2025-02-07T07:49:00Z,119.16,112.110461213230855008,17,89,7,0,988,3,136,54,1761386400,1761433200,false,false
2024-11-03T00:22:25Z,253.01,205.966818584872415458,9,20,2,0,1020,3,244,6,1761386400,1761433200,false,false
2025-02-26T11:33:27Z,311.13,276.337986380399981844,10,66,10,0,1003,14,28,22,1761386400,1761433200,false,true
2025-06-03T18:35:11Z,353.38,335.953640462842023888,26,61,9,0,1008,10,235,50,1761386400,1761433200,true,false
2024-11-13T00:17:12Z,283.77,260.412200042987556621,11,82,7,0,1020,4,310,51,1761386400,1761433200,true,true
2025-04-11T07:24:39Z,224.92,212.789413105865093696,11,52,7,0,996,6,40,82,1761386400,1761433200,false,false
2025-03-12T00:19:37Z,217.53,232.18580126468427921,32,87,2,0,1027,8,276,71,1761386400,1761433200,false,false
2025-07-04T20:53:19Z,236.45,214.46292551011711041,10,62,9,0,1004,12,208,36,1761386400,1761433200,false,true
2025-02-14T18:04:39Z,448.16,395.160765296669453936,25,40,2,0,988,14,111,80,1761386400,1761433200,true,true
2024-11-08T13:06:37Z,346.37,332.90763311699246995,14,26,3,0,1008,15,89,89,1761386400,1761433200,false,true
2025-08-11T19:09:49Z,314.36,271.691816414724520828,27,97,0,0,997,4,215,65,1761386400,1761433200,true,false
2024-11-17T15:39:36Z,236.76,212.182669731793924728,32,53,7,0,1017,0,250,4,1761386400,1761433200,true,true
2025-07-21T04:11:26Z,328.28,321.8536388145867163,27,73,3,0,986,0,359,77,1761386400,1761433200,false,false
2025-03-29T20:47:45Z,158.35,153.971997291229825195,34,53,3,0,1004,8,211,64,1761386400,1761433200,true,true
2024-12-27T23:22:57Z,220.2,229.619257881790773,21,94,5,0,1027,2,118,94,1761386400,1761433200,false,false
2025-01-04T00:32:26Z,295.23,241.295022607196318358,19,87,5,0,1009,1,25,22,1761386400,1761433200,false,false
2025-04-15T05:09:57Z,284.18,291.9289111648885755,6,74,0,0,985,11,239,32,1761386400,1761433200,true,true
2025-04-16T06:08:10Z,382.15,353.692518505039056,32,50,0,0,1005,2,357,88,1761386400,1761433200,true,false
2025-09-14T13:52:00Z,174.17,147.294082641690653448,9,28,4,0,1008,15,6,20,1761386400,1761433200,true,true
2025-09-29T03:01:37Z,432.9,402.29030743820927541,5,90,6,0,980,1,346,12,1761386400,1761433200,true,false
2025-05-12T02:41:32Z,329.33,303.387496535335968532,30,100,2,0,993,9,99,45,1761386400,1761433200,false,false
2025-01-12T07:40:43Z,115.34,101.008947187077488594,12,68,7,0,1016,7,53,57,1761386400,1761433200,false,false
2025-01-18T00:28:25Z,484.14,505.8561487633745613,16,43,2,0,1004,0,172,43,1761386400,1761433200,false,false
2025-09-08T18:33:40Z,373.3,380.6388115037124894,30,48,10,0,1014,14,188,19,1761386400,1761433200,false,true
2025-10-15T07:55:21Z,201.08,204.97239057966412852,33,59,9,0,998,12,266,10,1761386400,1761433200,false,true
2025-05-15T07:24:23Z,302.17,276.0347716840268522,27,63,1,0,1020,5,335,31,1761386400,1761433200,true,true
2024-12-21T00:18:54Z,328.83,341.67028423675980354,24,92,8,0,1029,11,250,9,1761386400,1761433200,false,true
2025-05-27T01:31:29Z,188.14,158.243878384123251208,15,54,8,0,1001,0,302,43,1761386400,1761433200,true,true
2025-07-14T13:46:03Z,268.74,231.529178698918032366,15,62,8,0,998,8,40,51,1761386400,1761433200,false,true
2025-10-11T16:13:04Z,446.47,437.166427927102038948,34,27,6,0,985,3,115,74,1761386400,1761433200,false,true
2025-09-16T12:28:08Z,60.98,59.814633679431041882,6,72,6,0,987,15,270,11,1761386400,1761433200,false,false
2024-11-14T08:12:36Z,65.81,56.122224294604010612,18,73,7,0,1026,1,225,88,1761386400,1761433200,false,true
2025-04-24T18:33:02Z,372.91,342.282379148022085426,14,94,8,0,1004,6,131,32,1761386400,1761433200,true,false
2025-05-07T21:27:12Z,220.25,237.29961925309689,31,40,1,0,1019,15,14,56,1761386400,1761433200,false,false
2025-10-04T20:44:09Z,172.49,144.562514014859890574,30,34,4,0,992,13,291,87,1761386400,1761433200,true,false
2024-10-28T15:15:10Z,318.48,264.172344680404973328,11,74,4,0,1002,10,252,73,1761386400,1761433200,true,true
2025-06-05T21:05:54Z,272.32,280.69464540991973376,20,38,7,0,1009,2,151,2,1761386400,1761433200,true,false
2025-03-01T22:45:21Z,132.23,137.90905056210675841,18,47,5,0,1019,6,310,53,1761386400,1761433200,true,false
2025-08-08T09:28:10Z,326.74,356.49865349811152736,10,46,6,0,981,0,135,65,1761386400,1761433200,false,true
2024-11-07T18:16:20Z,97.48,100.5855885477389476,7,62,6,0,988,10,248,81,1761386400,1761433200,false,false
2025-09-08T20:12:01Z,193.12,170.867841729623932992,17,41,0,0,1023,13,22,97,1761386400,1761433200,false,false
2025-08-16T04:51:33Z,141.98,134.822200600111054196,28,43,4,0,1007,3,271,44,1761386400,1761433200,true,true
2025-08-30T19:06:48Z,175.54,148.506146946230307998,34,98,9,0,983,8,119,33,1761386400,1761433200,true,false
